invoice_and_item_number,date,store_name,city,county,category_name,vendor_name,item_description,state_bottle_retail,bottles_sold,sale_dollars
INV-78786200031,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI DISPENSER,38.7,2,77.4
INV-79478800018,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT BLACKBERRY BRANDY,8.63,2,17.26
INV-79695400011,2025-02-17,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED VODKAS,BACARDI USA INC,GREY GOOSE,22.49,3,67.47
INV-79795700013,2025-02-19,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS CHERRY,13.34,3,40.02
INV-79695300004,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,CEDAR RIDGE VINEYARDS LL,CEDAR RIDGE BOURBON,28.01,6,168.06
INV-79301900019,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO SQUARE,9.8,12,117.6
INV-79901400017,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIME MARGARITA,6.93,6,41.58
INV-79515000006,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,FLAVORED RUM,BACARDI USA INC,BACARDI LIMON,14.25,6,85.5
INV-79074900011,2025-01-27,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-79258600014,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED BARREL,27.74,6,166.44
INV-79753900010,2025-02-19,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-78755500001,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78900100008,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,7.86,3,23.58
INV-78558000013,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR,7.5,4,30.0
INV-79485800023,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED CORDIALS & LIQUEURS,PARK STREET IMPORTS,LICOR 43 CHOCOLATE,24.74,3,74.22
INV-79947200015,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON SILVER,41.24,3,126.0
INV-79301900020,2025-02-04,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON REPOSADO 200ML,15.33,12,183.96
INV-79005600016,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CREAM LIQUEURS,DIAGEO AMERICAS,BAILEYS ORIGINAL IRISH CREAM,24.74,4,98.96
INV-79901700010,2025-02-24,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,COCKTAILS/RTD,SAZERAC COMPANY  INC,HEUBLEIN MYERS MAI TAI,9.75,12,117.0
INV-79901700011,2025-02-24,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,COCKTAILS/RTD,SAZERAC COMPANY  INC,HEUBLEIN MANHATTAN,9.75,12,117.0
INV-78832500031,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,JIM BEAM BRANDS,ON THE ROCKS COCKTAILS HORNITOS MARGARITA,9.75,12,117.0
INV-78390200004,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,5,86.25
INV-78397000019,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,E & J GALLO WINERY,E & J VSOP,5.19,24,124.56
INV-78605400009,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER HOT DAMN!,11.81,12,141.72
INV-79344200003,2025-02-05,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE MINI,8.64,1,8.64
INV-79438900039,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO MINI,18.5,2,37.0
INV-79704100030,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,SINGLE MALT SCOTCH,JIM BEAM BRANDS,MCCLELLAND HIGHLAND,30.0,2,60.0
INV-78755500015,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,2.99,12,35.88
INV-79753900006,2025-02-19,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,IMPORTED VODKAS,PERNOD RICARD USA,ABSOLUT SWEDISH VODKA 80PRF,13.49,4,53.96
INV-79901500010,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS,1.5,48,72.0
INV-79655900002,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,7.5,44,330.0
INV-79695400003,2025-02-17,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,4.88,24,117.12
INV-79074700006,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,17.25,12,207.0
INV-79107800003,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE MINI,8.64,10,86.4
INV-79901400014,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT BLACKBERRY BRANDY,8.63,2,17.26
INV-78755500005,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,12.74,7,89.18
INV-79485800015,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA PET,5.25,12,63.0
INV-78832500006,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,1.73,48,83.04
INV-79988700006,2025-02-26,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,IMPORTED DRY GINS,DIAGEO AMERICAS,TANQUERAY GIN,39.74,6,238.44
INV-79074700012,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,6,166.44
INV-78397000017,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR MINI,8.31,1,8.31
INV-79438900036,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 PINEAPPLE MINI,78.6,1,78.6
INV-78586600004,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,IMPORTED VODKAS,SHAW-ROSS INTERNATIONAL,CRYSTAL HEAD ONYX VODKA,51.51,1,45.09
INV-79068000018,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,SINGLE MALT SCOTCH,JIM BEAM BRANDS,MCCLELLAND HIGHLAND,30.0,1,30.0
INV-78872400014,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS TENNESSEE HONEY,23.87,1,23.87
INV-79901400025,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,100% AGAVE TEQUILA,SAZERAC COMPANY  INC,SOLANA AGAVE BLANCO,18.72,1,18.72
INV-78557900002,2025-01-13,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-79438900007,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL SQUARE,12.38,4,49.52
INV-79704100018,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DRY GINS,DIAGEO AMERICAS,GORDONS GIN LONDON DRY PET,17.99,1,17.99
INV-79901400009,2025-02-24,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DRY GINS,LUXCO INC,PARAMOUNT GIN,11.63,1,11.63
INV-79068000016,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT APRICOT BRANDY,17.63,1,17.63
INV-78271300012,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,NEUTRAL GRAIN SPIRITS,LUXCO INC,EVERCLEAR 151,13.5,4,54.0
INV-78786200042,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 BANANAS,1.5,48,72.0
INV-79258800012,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,7.49,24,179.76
INV-78786000019,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,DEEP EDDY RUBY RED GRAPEFRUIT,14.25,12,171.0
INV-79472400006,2025-02-10,WILTON EXPRESS,WILTON,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-79704200001,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,MAKERS MARK,27.0,1,27.0
INV-78755500012,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,TEMPORARY & SPECIALTY PACKAGES,BROWN FORMAN CORP.,OLD FORESTER 1924 WHISKEY ROW SERIES,95.18,1,95.18
INV-78832500014,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,E & J GALLO WINERY,NEW AMSTERDAM 80PRF,6.0,24,144.0
INV-78196800003,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,SAZERAC COMPANY  INC,CANADIAN LTD WHISKY,15.0,6,90.0
INV-78823700007,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,SAZERAC COMPANY  INC,TEN HIGH,13.86,6,83.16
INV-78196800011,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,"BLUE OX SPIRITS, INC.",BLUE OX VODKA,11.45,6,68.7
INV-78334400022,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIGHT LIME MARGARITA,13.11,6,78.66
INV-79160900013,2025-01-29,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-78334400024,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN CORDIALS & LIQUEURS,LUXCO INC,PARAMOUNT AMARETTO,6.45,12,77.4
INV-79258800001,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PARTY BUCKET,78.6,1,78.6
INV-78390200022,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF MINI,6.92,2,13.84
INV-79258800004,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE MINI,8.64,10,86.4
INV-78786000043,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,MIXTO TEQUILA,LUXCO INC,LA PRIMA WHITE,12.14,2,24.28
INV-79704100050,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER WATERMELON PUCKER,11.81,3,35.43
INV-79704100006,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,CEDAR RIDGE VINEYARDS LL,CEDAR RIDGE BARREL PROOF,34.5,6,207.0
INV-79107800022,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,"MAST-JAGERMEISTER US, INC",TEREMANA REPOSADO TEQUILA,14.3,12,171.6
INV-79695200015,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,100% AGAVE TEQUILA,"MAST-JAGERMEISTER US, INC",TEREMANA BLANCO TEQUILA,23.87,6,143.22
INV-78338400006,2025-01-06,WILTON EXPRESS,WILTON,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,6.33,24,151.92
INV-78823700019,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR,13.49,12,161.88
INV-78334300014,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN 100PRF SPICED RUM,16.49,12,197.88
INV-79344100017,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS CHERRY,13.34,12,160.08
INV-78562500012,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,"BLUE OX SPIRITS, INC.",BLUE OX VODKA,11.45,6,68.7
INV-78196800016,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,GOLD RUM,LUXCO INC,PARAMOUNT GOLD RUM,12.0,6,72.0
INV-78786200045,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,13.13,8,105.04
INV-78785900001,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,BLENDED WHISKIES,BACARDI USA INC,HA ANGELS ENVY CASK STRENGTH,187.5,1,187.5
INV-78334500001,2025-01-06,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT RYE WHISKIES,PERNOD RICARD USA,HA SMOOTH AMBLER OLD SCOUT RYE PORT,37.49,1,37.49
INV-78832500035,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PERNOD RICARD USA,OLMECA ALTOS PLATA,11.99,3,35.97
INV-78832500017,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,INFINIUM SPIRITS,SEAGRAMS EXTRA SMOOTH VODKA,4.2,12,50.4
INV-79068000033,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,OLE SMOKY COOKIE DOUGH WHISKEY,16.5,6,99.0
INV-79704300002,2025-02-17,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,9.0,12,108.0
INV-79438900020,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-78196800001,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL PEACH,50.99,6,305.94
INV-78271300008,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,11.58,6,69.48
INV-79752000005,2025-02-19,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,SKOL VODKA,10.68,6,64.08
INV-79068000023,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,SAZERAC COMPANY  INC,CHI-CHI'S STRAWBERRY MARGARITA,9.75,6,58.5
INV-79554300001,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL BLACKBERRY MINI,8.64,1,8.64
INV-78755500042,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT MINI,7.86,10,78.6
INV-79478800033,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER BUTTERSHOTS,11.81,2,23.62
INV-79504400024,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,DIAGEO AMERICAS,CROWN ROYAL WHISKY SOUR BLACK CHERRY COCKTAIL,10.49,12,125.88
INV-79273800002,2025-02-03,WILTON EXPRESS,WILTON,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET RESERVE,12.0,12,144.0
INV-79919600019,2025-02-24,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY PET,13.5,12,162.0
INV-78605400008,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN FLAVORED VODKA,PARK STREET IMPORTS,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12.51,12,150.12
INV-79485800026,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER BLUSTERY PEPPERMINT BURST,10.13,12,121.56
INV-78562500005,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DRY GINS,JIM BEAM BRANDS,GILBEYS GIN,15.74,6,94.44
INV-79485800022,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,PERNOD RICARD USA,KAHLUA FROZEN MUDSLIDE,11.99,6,71.94
INV-79515000011,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN SCHNAPPS,PHILLIPS BEVERAGE,PHILLIPS ROOT BEER SCHNAPPS,9.0,12,108.0
INV-78900100007,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED MINI,7.2,1,7.2
INV-78786000005,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,TEMPORARY & SPECIALTY PACKAGES,HEAVEN HILL BRANDS,ELIJAH CRAIG 18YR SINGLE BARREL,127.5,1,127.5
INV-79344200009,2025-02-05,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,IMPORTED VODKAS,PERNOD RICARD USA,ABSOLUT SWEDISH VODKA 80PRF,7.49,3,22.47
INV-79478800019,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,LUXCO INC,PARAMOUNT CHERRY BRANDY,10.13,2,20.26
INV-78562500007,2025-01-13,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED FLAVORED VODKA,JIM BEAM BRANDS,PINNACLE WHIPPED,15.0,1,15.0
INV-79068000005,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,BLENDED WHISKIES,JIM BEAM BRANDS,SUNNY BROOK BLEND WHISKEY,7.5,2,15.0
INV-79005600019,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,100% AGAVE TEQUILA,LUXCO INC,EL MAYOR BLANCO,24.0,3,72.0
INV-78872400002,2025-01-21,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,26.24,4,104.96
INV-78586600021,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PERNOD RICARD USA,AVION SILVER,17.99,12,215.88
INV-78823700012,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,FLAVORED GIN,PERNOD RICARD USA,SEAGRAMS LIME TWISTED GIN,11.99,12,143.88
INV-79695300020,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",JAGERMEISTER LIQUEUR,21.53,12,258.36
INV-79962100020,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN DISTILLED SPIRITS SPECIALTY,SUGARLANDS DISTILLING COMPANY LLC,SUGARLANDS APPALACHIAN BANANA PUDDING SIPPIN CREAM,19.2,1,19.2
INV-79704200012,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER SOUR APPLE PUCKER,10.13,1,10.13
INV-78558000001,2025-01-13,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78381800011,2025-01-07,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,13.5,3,40.5
INV-79947200002,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,TEMPORARY & SPECIALTY PACKAGES,DIAGEO AMERICAS,CROWN ROYAL BLACKBERRY,26.24,12,314.88
INV-79068100002,2025-01-27,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,BLENDED WHISKIES,SAZERAC COMPANY  INC,TRAVELLER BLENDED NO 40,30.0,12,360.0
INV-78586700012,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO,5.45,48,261.6
INV-79107800023,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL REPOSADO,5.45,48,261.6
INV-78390200017,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-79102800005,2025-01-28,HOMETOWN FOODS / TRAER,TRAER,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,6,166.44
INV-78900000009,2025-01-22,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET APPLE,17.25,6,103.5
INV-79074900001,2025-01-27,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78786000023,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN BRANDIES,HEAVEN HILL BRANDS,CHRISTIAN BROS BRANDY,9.75,2,19.5
INV-78319800029,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER LUSCIOUS PEACHTREE,11.81,2,23.62
INV-79107800027,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,JIM BEAM BRANDS,HORNITOS REPOSADO,24.0,3,72.0
INV-79504400031,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,MIXTO TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL GOLD FLASK,2.25,48,108.0
INV-78334300015,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-78538100005,2025-01-13,WILTON EXPRESS,WILTON,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-78586700007,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL SILVER,5.45,48,261.6
INV-79947200006,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,BARTON VODKA,10.59,6,63.54
INV-78562600009,2025-01-13,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 APPLES MINI DISPLAY,78.6,1,78.6
INV-78538100011,2025-01-13,WILTON EXPRESS,WILTON,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 STRAWBERRIES MINI,78.6,1,78.6
